bibliography.congress classifications,bibliography.languages,bibliography.subjects,bibliography.title,bibliography.type,metadata.downloads,metadata.id,metadata.rank,metadata.url,bibliography.author.birth,bibliography.author.death,bibliography.author.name,bibliography.publication.day,bibliography.publication.full,bibliography.publication.month,bibliography.publication.month name,bibliography.publication.year
PA,en,Folly -- Early works to 1800,In Praise of Folly: Illustrated with Many Curious Cuts,Text,684,30201,566,https://www.gutenberg.org/ebooks/30201,1469,1536,"Erasmus, Desiderius",6,10/06/09,10,October,2009
"PZ,PR",en,"Conduct of life -- Juvenile poetry;Children's poetry, English",Cautionary Tales for Children,Text,681,27424,567,https://www.gutenberg.org/ebooks/27424,1870,1953,"Belloc, Hilaire",5,12/05/08,12,December,2008
TX,en,"Cookbooks;Cooking, Roman -- Early works to 1800",Cookery and Dining in Imperial Rome,Text,681,29728,568,https://www.gutenberg.org/ebooks/29728,0,0,Apicius,19,08/19/09,8,August,2009
PN,en,"Ghost stories,Short stories",Famous Modern Ghost Stories,Text,680,15143,569,https://www.gutenberg.org/ebooks/15143,0,0,Unknown,22,02/22/05,2,February,2005
TX,en,"Cooking, English;Home economics",The Book of Household Management,Text,679,10136,570,https://www.gutenberg.org/ebooks/10136,1836,1865,"Beeton, Mrs. (Isabella Mary)",19,11/19/03,11,November,2003
HC,en,"Economic history -- 1918-1945;Treaty of Versailles (1919);World War, 1914-1918 -- Economic aspects",The Economic Consequences of the Peace,Text,679,15776,571,https://www.gutenberg.org/ebooks/15776,1883,1946,"Keynes, John Maynard",6,05/06/05,5,May,2005
"F2155,G",en,Pirates -- Early works to 1800,"A General History of the Pyrates:: from their first rise and settlement in the island of Providence, to the present time",Text,677,40580,572,https://www.gutenberg.org/ebooks/40580,0,1731,"Defoe, Daniel",25,08/25/12,8,August,2012
,en,,Stories from The Arabian Nights,Text,676,51432,573,https://www.gutenberg.org/ebooks/51432,1865,1959,"Housman, Laurence",13,03/13/16,3,March,2016
PZ,en,"Fantasy,Animals -- Juvenile fiction",The Story of Doctor Dolittle,Text,675,501,574,https://www.gutenberg.org/ebooks/501,1886,1947,"Lofting, Hugh",1,"April, 1996",4,April,1996
"GT,D",en,"Renaissance,Manners and customs,Clothing and dress,Middle Ages","Manners, Customs, and Dress During the Middle Ages and During the Renaissance Period",Text,674,10940,575,https://www.gutenberg.org/ebooks/10940,1806,1884,"Jacob, P. L.",4,02/04/04,2,February,2004
PA,en,"Rome -- Politics and government -- 265-30 B.C.;Happiness -- Early works to 1800;Theology -- Early works to 1800;Gods, Roman -- Early works to 1800;State, The -- Early works to 1800;Political science -- Early works to 1800","Cicero's Tusculan Disputations: Also, Treatises On The Nature Of The Gods, And On The Commonwealth",Text,674,14988,576,https://www.gutenberg.org/ebooks/14988,-106,-43,"Cicero, Marcus Tullius",9,02/09/05,2,February,2005
ML,en,Operas -- Librettos,The Complete Plays of Gilbert and Sullivan,Text,671,808,577,https://www.gutenberg.org/ebooks/808,1836,1911,"Gilbert, W. S. (William Schwenck)",1,"February, 1997",2,February,1997
PR,"en,enm","Arthurian romances,Gawain (Legendary character) -- Romances",Sir Gawayne and the Green Knight: An Alliterative Romance-Poem (c. 1360 A.D.),Text,669,14568,578,https://www.gutenberg.org/ebooks/14568,0,0,Unknown,3,01/03/05,1,January,2005
PJ,en,"Tales -- Arab countries,Fairy tales",The Book of the Thousand Nights and a Night — Volume 01,Text,667,3435,579,https://www.gutenberg.org/ebooks/3435,0,0,Unknown,1,"September, 2003",9,September,2003
,en,,Composition,Text,667,45410,580,https://www.gutenberg.org/ebooks/45410,1857,1922,"Dow, Arthur Wesley",15,04/15/14,4,April,2014
PR,en,"Christian poetry;Historical poetry;Great Britain -- History -- Alfred, 871-899 -- Poetry;Epic poetry;Alfred, King of England, 849-899 -- Poetry;White Horse, Vale of (England) -- Poetry",The Ballad of the White Horse,Text,666,1719,581,https://www.gutenberg.org/ebooks/1719,1874,1936,"Chesterton, G. K. (Gilbert Keith)",1,"April, 1999",4,April,1999
PQ,en,"Phaedra (Greek mythology) -- Drama,Tragedies",Phaedra,Text,665,1977,582,https://www.gutenberg.org/ebooks/1977,1639,1699,"Racine, Jean",1,"November, 1999",11,November,1999
,en,,Man of Distinction,Text,665,51288,583,https://www.gutenberg.org/ebooks/51288,1928,1988,"Shaara, Michael",23,02/23/16,2,February,2016
PR,en,"Conflict of generations -- Fiction,England -- Fiction,Water mills -- Fiction,Young women -- Fiction,Vendetta -- Fiction,Brothers and sisters -- Fiction,Loss (Psychology) -- Fiction,Domestic fiction,Psychological fiction,Love stories",The Mill on the Floss,Text,663,6688,584,https://www.gutenberg.org/ebooks/6688,1819,1880,"Eliot, George",1,"October, 2004",10,October,2004
PR,en,"Psychological fiction,Indonesia -- Fiction,British -- Indonesia -- Fiction,Atonement -- Fiction,Merchant marine -- Officers -- Fiction,Cowardice -- Fiction",Lord Jim,Text,662,5658,585,https://www.gutenberg.org/ebooks/5658,1857,1924,"Conrad, Joseph",9,01/09/06,1,January,2006
PS,en,"Manners and customs -- Fiction,Short stories",The Piazza Tales,Text,659,15859,586,https://www.gutenberg.org/ebooks/15859,1819,1891,"Melville, Herman",18,05/18/05,5,May,2005
ND,en,"Drawing -- Technique -- Early works to 1800;Painting -- Technique -- Early works to 1800;Leonardo, da Vinci, 1452-1519",A Treatise on Painting,Text,659,46915,587,https://www.gutenberg.org/ebooks/46915,1452,1519,"Leonardo, da Vinci",20,09/20/14,9,September,2014
PR,en,"Ghost stories;Scrooge, Ebenezer (Fictitious character) -- Fiction;Poor families -- Fiction;Christmas stories;London (England) -- Fiction;Misers -- Fiction;Sick children -- Fiction",A Christmas Carol,Text,658,19337,588,https://www.gutenberg.org/ebooks/19337,1812,1870,"Dickens, Charles",20,09/20/06,9,September,2006
PR,en,Shropshire (England) -- Poetry,A Shropshire Lad,Text,658,5720,589,https://www.gutenberg.org/ebooks/5720,1859,1936,"Housman, A. E. (Alfred Edward)",1,"May, 2004",5,May,2004
B,en,"Essays,Philosophy,Belief and doubt","The Will to Believe, and Other Essays in Popular Philosophy",Text,655,26659,590,https://www.gutenberg.org/ebooks/26659,1842,1910,"James, William",8,05/08/09,5,May,2009
PR,en,"Epistolary fiction,Essays,England -- Social life and customs -- 18th century -- Fiction",Love and Freindship [sic],Text,654,1212,591,https://www.gutenberg.org/ebooks/1212,1775,1817,"Austen, Jane",1,"February, 1998",2,February,1998
,en,,Slaveholding: Weighed in the Balance of Truth,Text,654,51371,592,https://www.gutenberg.org/ebooks/51371,0,0,"Fitch, Charles",5,03/05/16,3,March,2016
PA,en,"Tragedies,Oedipus (Greek mythological figure) -- Drama",Oedipus King of Thebes: Translated into English Rhyming Verse with Explanatory Notes,Text,652,27673,593,https://www.gutenberg.org/ebooks/27673,-496,-406,Sophocles,31,12/31/08,12,December,2008
,en,,Bullet With His Name,Text,652,51436,594,https://www.gutenberg.org/ebooks/51436,1910,1992,"Leiber, Fritz",13,03/13/16,3,March,2016
LB,en,Education -- Early works to 1800,Emile,Text,652,5427,595,https://www.gutenberg.org/ebooks/5427,1712,1778,"Rousseau, Jean-Jacques",1,"April, 2004",4,April,2004
BL,en,"Mythology, Norse",Myths of the Norsemen: From the Eddas and Sagas,Text,650,28497,596,https://www.gutenberg.org/ebooks/28497,1859,1929,"Guerber, H. A. (Helene Adeline)",4,04/04/09,4,April,2009
BL,en,"Religion,Mythology,Magic,Superstition",The Golden Bough: A Study of Magic and Religion,Text,650,3623,597,https://www.gutenberg.org/ebooks/3623,1854,1941,"Frazer, James George",1,"January, 2003",1,January,2003
,en,,How the Other Half Lives: Studies Among the Tenements of New York,Text,649,45502,598,https://www.gutenberg.org/ebooks/45502,1849,1914,"Riis, Jacob A. (Jacob August)",26,04/26/14,4,April,2014
PR,en,"Romeo (Fictitious character) -- Drama,Verona (Italy) -- Drama,Conflict of generations -- Drama,Juliet (Fictitious character) -- Drama,Vendetta -- Drama,Youth -- Drama",Romeo and Juliet,Text,648,1513,599,https://www.gutenberg.org/ebooks/1513,1564,1616,"Shakespeare, William",1,01/01/97,1,January,1597
PS,en,"Speeches, addresses, etc., American",Mark Twain's Speeches,Text,648,3188,600,https://www.gutenberg.org/ebooks/3188,1835,1910,"Twain, Mark",19,08/19/06,8,August,2006
PR,en,"Humorous stories, English;Short stories","The Man with Two Left Feet, and Other Stories",Text,648,7471,601,https://www.gutenberg.org/ebooks/7471,1881,1975,"Wodehouse, P. G. (Pelham Grenville)",1,"February, 2005",2,February,2005
PT,de,Fairy tales -- Denmark,Märchen für Kinder,Text,645,19163,602,https://www.gutenberg.org/ebooks/19163,1805,1875,"Andersen, H. C. (Hans Christian)",3,09/03/06,9,September,2006
PR,en,"Gentry -- England -- Fiction,Sisters -- Fiction,Social classes -- Fiction,England -- Social life and customs -- 19th century -- Fiction,England -- Fiction,Mate selection -- Fiction,Regency fiction,Inheritance and succession -- Fiction,Domestic fiction,Young women -- Fiction,Love stories",Sense and Sensibility,Text,645,21839,603,https://www.gutenberg.org/ebooks/21839,1775,1817,"Austen, Jane",15,06/15/07,6,June,2007
PZ,en,"Fairy tales -- Denmark;Fairy tales;Short stories;Children's stories, Danish -- Translations into English",Fairy Tales of Hans Christian Andersen,Text,645,27200,604,https://www.gutenberg.org/ebooks/27200,1805,1875,"Andersen, H. C. (Hans Christian)",8,11/08/08,11,November,2008
NK,en,Furniture -- History,Illustrated History of Furniture: From the Earliest to the Present Time,Text,644,12254,605,https://www.gutenberg.org/ebooks/12254,1850,1930,"Litchfield, Frederick",4,05/04/04,5,May,2004
,en,,End as a Hero,Text,644,51267,606,https://www.gutenberg.org/ebooks/51267,1925,1993,"Laumer, Keith",22,02/22/16,2,February,2016
,en,,Hafiz in London,Text,644,51392,607,https://www.gutenberg.org/ebooks/51392,0,0,"Hafiz, 14th cent.",8,03/08/16,3,March,2016
PS,en,"Life on other planets -- Fiction;Science fiction;Dejah Thoris (Fictitious character) -- Fiction;Carter, John (Fictitious character) -- Fiction;Mars (Planet) -- Fiction",The Gods of Mars,Text,643,64,608,https://www.gutenberg.org/ebooks/64,1875,1950,"Burroughs, Edgar Rice",17,06/17/08,6,June,2008
TR,en,Photography -- Early works to 1850,The Pencil of Nature,Text,642,33447,609,https://www.gutenberg.org/ebooks/33447,1800,1877,"Talbot, William Henry Fox",16,08/16/10,8,August,2010
JN,en,"Feminists -- Great Britain -- Biography;Suffragists -- Great Britain -- Biography;Women -- Suffrage -- Great Britain;Pankhurst, Emmeline, 1858-1928",My Own Story,Text,642,34856,610,https://www.gutenberg.org/ebooks/34856,1858,1928,"Pankhurst, Emmeline",6,01/06/11,1,January,2011
PR,en,"Salome (Biblical figure) -- Drama,Tragedies",Salomé: A Tragedy in One Act,Text,641,42704,611,https://www.gutenberg.org/ebooks/42704,1854,1900,"Wilde, Oscar",12,05/12/13,5,May,2013
,en,,An Advanced English Grammar with Exercises,Text,641,45814,612,https://www.gutenberg.org/ebooks/45814,0,0,"Farley, Frank Edgar",29,05/29/14,5,May,2014
,en,,What is Posat?,Text,637,51336,613,https://www.gutenberg.org/ebooks/51336,0,0,"Smith, Phyllis Sterling",1,03/01/16,3,March,2016
PR,en,"Private investigators -- England -- Fiction;Detective and mystery stories;Holmes, Sherlock (Fictitious character) -- Fiction",His Last Bow: An Epilogue of Sherlock Holmes,Text,636,2350,614,https://www.gutenberg.org/ebooks/2350,1859,1930,"Doyle, Arthur Conan",1,"October, 2000",10,October,2000
B,en,"Science,Philosophy,Mathematics",Mysticism and Logic and Other Essays,Text,634,25447,615,https://www.gutenberg.org/ebooks/25447,1872,1970,"Russell, Bertrand",12,05/12/08,5,May,2008
F1201,en,"Mexico -- History -- Conquest, 1519-1540","The Memoirs of the Conquistador Bernal Diaz del Castillo, Vol 1 (of 2): Written by Himself Containing a True and Full Account of the Discovery and Conquest of Mexico and New Spain.",Text,632,32474,616,https://www.gutenberg.org/ebooks/32474,1496,1584,"Diaz del Castillo, Bernal",21,05/21/10,5,May,2010
,en,,The Dunwich Horror,Text,632,50133,617,https://www.gutenberg.org/ebooks/50133,1890,1937,"Lovecraft, H. P. (Howard Phillips)",4,10/04/15,10,October,2015
"DF,PA",en,"Classical literature;Iran -- History -- To 640;Greece -- History -- Expedition of Cyrus, 401 B.C.;Cyrus, the Younger, approximately 423 B.C.-401 B.C.",Anabasis,Text,630,1170,618,https://www.gutenberg.org/ebooks/1170,-431,-355,Xenophon,1,"January, 1998",1,January,1998
PT,en,"Mythology, Norse;Scalds and scaldic poetry","The Younger Edda; Also called Snorre's Edda, or The Prose Edda",Text,629,18947,619,https://www.gutenberg.org/ebooks/18947,0,1241,Snorri Sturluson,31,07/31/06,7,July,2006
PZ,en,"Tales -- Arab countries,Fairy tales -- Arab countries,Fairy tales,Folklore -- Arab countries,Arabs -- Folklore",The Arabian Nights: Their Best-known Tales,Text,629,20916,620,https://www.gutenberg.org/ebooks/20916,0,0,Unknown,27,03/27/07,3,March,2007
LB,en,Montessori method of education,Dr. Montessori's Own Handbook,Text,628,29635,621,https://www.gutenberg.org/ebooks/29635,1870,1952,"Montessori, Maria",8,08/08/09,8,August,2009
PS,en,"Fantasy fiction;American fiction -- 19th century;Horror tales, American;Short stories",The Works of Edgar Allan Poe — Volume 4,Text,626,2150,622,https://www.gutenberg.org/ebooks/2150,1809,1849,"Poe, Edgar Allan",19,05/19/08,5,May,2008
PR,en,"Italy -- Fiction,Orphans -- Fiction,Gothic fiction (Literary genre),Guardian and ward -- Fiction,Inheritance and succession -- Fiction,Castles -- Fiction,Young women -- Fiction,Horror tales",The Mysteries of Udolpho,Text,626,3268,623,https://www.gutenberg.org/ebooks/3268,1764,1823,"Radcliffe, Ann Ward",1,"June, 2002",6,June,2002
,en,,In the path of the alphabet: an historical account of the ancient beginnings and; evolution of the modern alphabet,Text,625,51422,624,https://www.gutenberg.org/ebooks/51422,0,0,"Jermain, Frances",11,03/11/16,3,March,2016
"E201,JK",en,"United States. Declaration of Independence;United States -- History -- Revolution, 1775-1783 -- Sources",The Declaration of Independence of the United States of America,Text,624,1,625,https://www.gutenberg.org/ebooks/1,1743,1826,"Jefferson, Thomas",4,07/04/76,7,July,1776
,en,,A Bad Day for Vermin,Text,623,51258,626,https://www.gutenberg.org/ebooks/51258,1925,1993,"Laumer, Keith",21,02/21/16,2,February,2016
PZ,en,"Friendship -- Fiction;Country life -- Prince Edward Island -- Fiction;Orphans -- Fiction;Prince Edward Island -- History -- 20th century -- Fiction;Canada -- History -- 1867-1914 -- Fiction;Shirley, Anne (Fictitious character) -- Fiction;Marriage -- Fiction;Young women -- Fiction",Anne's House of Dreams,Text,623,544,627,https://www.gutenberg.org/ebooks/544,1874,1942,"Montgomery, L. M. (Lucy Maud)",1,"May, 1996",5,May,1996
DS,en,"Madhya Pradesh (India) -- Religion,Ethnology -- India -- Madhya Pradesh,Caste -- India -- Madhya Pradesh,Madhya Pradesh (India) -- Scheduled tribes","The Tribes and Castes of the Central Provinces of India, Volume 1",Text,622,20583,628,https://www.gutenberg.org/ebooks/20583,1873,1915,"Russell, R. V. (Robert Vane)",15,02/15/07,2,February,2007
PQ,en,"Tristan (Legendary character) -- Romances -- Adaptations,Iseult (Legendary character) -- Romances -- Adaptations,Arthurian romances -- Adaptations",The Romance of Tristan and Iseult,Text,621,14244,629,https://www.gutenberg.org/ebooks/14244,1864,1938,"Bedier, Joseph",3,12/03/04,12,December,2004
D501,de,"Jünger, Ernst, 1895-1998;Soldiers -- Germany -- Diaries;World War, 1914-1918 -- Personal narratives, German","In Stahlgewittern, aus dem Tagebuch eines Stoßtruppführers",Text,621,34099,630,https://www.gutenberg.org/ebooks/34099,1895,1998,"Junger, Ernst",19,10/19/10,10,October,2010
PR,en,"Widows -- Fiction,England -- Fiction,Mate selection -- Fiction,Mothers and daughters -- Fiction,Epistolary fiction",Lady Susan,Text,621,946,631,https://www.gutenberg.org/ebooks/946,1775,1817,"Austen, Jane",1,06/01/97,6,June,1997
PR,en,"People with visual disabilities -- Fiction,Wessex (England) -- Fiction,Love stories,Mothers and sons -- Fiction,Mate selection -- Fiction,Heathlands -- Fiction,Didactic fiction,Adultery -- Fiction",The Return of the Native,Text,620,122,632,https://www.gutenberg.org/ebooks/122,1840,1928,"Hardy, Thomas",8,03/08/06,3,March,2006
PR,en,"Arthurian romances -- Adaptations;Arthur, King -- Poetry;Knights and knighthood -- Poetry",Idylls of the King,Text,620,610,633,https://www.gutenberg.org/ebooks/610,1809,1892,"Tennyson, Alfred Tennyson, Baron",1,"August, 1996",8,August,1996
PR,en,"Dragons -- Poetry;Epic poetry, English (Old);Monsters -- Poetry;Scandinavia -- Poetry",Beowulf,Text,619,981,634,https://www.gutenberg.org/ebooks/981,0,0,Unknown,1,"July, 1997",7,July,1997
BX,en,"Edwards, Jonathan, 1703-1758;Sermons, American;Congregational churches -- Sermons",Selected Sermons of Jonathan Edwards,Text,618,34632,635,https://www.gutenberg.org/ebooks/34632,1703,1758,"Edwards, Jonathan",12,12/12/10,12,December,2010
PQ,en,"French drama -- 17th century -- Translations into English,Comedies","Tartuffe; Or, The Hypocrite",Text,617,2027,636,https://www.gutenberg.org/ebooks/2027,1622,1673,Moliere,1,"January, 2000",1,January,2000
PS,en,"Science fiction,Short stories",Beyond Lies the Wub,Text,615,28554,637,https://www.gutenberg.org/ebooks/28554,1928,1982,"Dick, Philip K.",11,04/11/09,4,April,2009
PQ,en,Indexes,English Translations Of Works Of Emile Zola: An Index to the Project Gutenberg Works of Zola in English,Text,615,29004,638,https://www.gutenberg.org/ebooks/29004,1840,1902,"Zola, Emile",30,05/30/09,5,May,2009
ND,en,Painting -- History,A Text-Book of the History of Painting,Text,613,18900,639,https://www.gutenberg.org/ebooks/18900,1856,1932,"Van Dyke, John Charles",23,07/23/06,7,July,2006
PS,en,"United States -- Social life and customs -- 20th century -- Fiction,Short stories",Tales of the Jazz Age,Text,613,6695,640,https://www.gutenberg.org/ebooks/6695,1896,1940,"Fitzgerald, F. Scott (Francis Scott)",1,"October, 2004",10,October,2004
PR,en,"Married women -- Fiction,Domestic fiction,Deception -- Fiction,England -- Fiction,Psychological fiction,Bigamy -- Fiction",Lady Audley's Secret,Text,613,8954,641,https://www.gutenberg.org/ebooks/8954,1835,1915,"Braddon, M. E. (Mary Elizabeth)",1,"September, 2005",9,September,2005
PR,en,"Pastoral fiction,Wessex (England) -- Fiction,Women farmers -- Fiction,Triangles (Interpersonal relations) -- Fiction,Farm life -- Fiction,Didactic fiction,Love stories",Far from the Madding Crowd,Text,612,107,642,https://www.gutenberg.org/ebooks/107,1840,1928,"Hardy, Thomas",1,"February, 1994",2,February,1994
